,Time,data,label
52,[02:53.41,You're only gonna turn me out,Angry
53,[02:56.25,"As I burn, you burn out",Angry
54,[02:59.43,You're only gonna make me feel so crazy,Angry
55,[03:02.48,But when I think we could be something,Angry
56,[03:05.51,"You go and let me down, let me down, oh",Angry
57,[03:12.43,,Angry
0,[00:19.43,"Stripped of life, alone",Angry
1,[00:22.46,In the midst of something that I,Angry
2,[00:24.47,Want to play with your evil inside,Angry
3,[00:29.35,"Wanting, letting go",Angry
4,[00:32.03,Of what never could be again,Angry
5,[00:34.17,Lost and alone,Angry
6,[00:36.22,Imprisoned now inside your mind,Angry
7,[00:39.89,With the way you tried to destroy me again,Angry
8,[00:44.66,You were waiting and living for no one,Angry
9,[00:49.55,With the way you tried,Angry
10,[00:51.93,To completely refuse all your life,Angry
11,[00:55.89,Feed on your nothing,Angry
12,[00:56.88,You'll never live up to me,Angry
13,[00:58.30,,Angry
14,[00:59.26,Awaken you,Angry
15,[01:02.21,With a little evil inside,Angry
16,[01:05.56,Feed on your nothing,Angry
17,[01:06.44,You'll never live up to me,Angry
18,[01:08.88,I've stricken you,Angry
19,[01:11.91,I don't want to live with the lie,Angry
20,[01:15.16,Feed on your nothing,Angry
21,[01:16.04,And you'll never live up to me,Angry
22,[01:19.59,,Angry
23,[01:21.06,"Awaken you, you know",Angry
24,[01:26.16,Can't live up to me,Angry
25,[01:30.55,I've stricken you,Angry
26,[01:34.76,Feed on your nothing,Angry
27,[01:35.68,And you'll never live up to me,Angry
28,[01:39.16,,Angry
29,[01:46.20,"Stripped of life, alone",Angry
30,[01:49.30,In the midst of something that I,Angry
31,[01:51.22,Want to play with your evil inside,Angry
32,[01:56.11,"Wanting, letting go",Angry
33,[01:58.90,Of what never could be again,Angry
34,[02:00.90,Lost and alone,Angry
35,[02:03.13,Imprisoned now inside your mind,Angry
36,[02:06.73,With the way you tried to destroy me again,Angry
37,[02:11.50,You were waiting and living for no one,Angry
38,[02:16.34,With the way you tried,Angry
39,[02:18.71,To completely refuse all your life,Angry
40,[02:22.69,Feed on your nothing,Angry
41,[02:23.62,You'll never live up to me,Angry
42,[02:25.24,,Angry
43,[02:26.04,Awaken you,Angry
44,[02:29.02,With a little evil inside,Angry
45,[02:32.28,Feed on your nothing,Angry
46,[02:33.32,You'll never live up to me,Angry
47,[02:35.64,I've stricken you,Angry
48,[02:38.66,I don't want to live with the lie,Angry
49,[02:41.95,Feed on your nothing,Angry
50,[02:42.86,And you'll never live up to me,Angry
51,[02:46.46,,Angry
52,[02:47.80,"Awaken you, you know",Angry
53,[02:52.83,Can't live up to me,Angry
54,[02:57.34,I've stricken you,Angry
55,[03:02.66,Can't live up to me,Angry
56,[03:06.52,,Angry
57,[03:09.52,There isn't a thing that I can do,Angry
58,[03:14.52,Watching this whole thing just wash away,Angry
59,[03:19.31,Making me long,Angry
60,[03:24.20,There isn't a thing that I can do,Angry
61,[03:28.99,Watching this whole thing just wash away,Angry
62,[03:33.84,Making me long,Angry
63,[03:38.59,Making you strong,Angry
64,[03:44.10,,Angry
65,[03:45.62,Awaken you,Angry
66,[03:48.59,With a little evil inside,Angry
67,[03:51.89,Feed on your nothing,Angry
68,[03:53.08,You'll never live up to me,Angry
69,[03:55.31,I've stricken you,Angry
70,[03:58.22,I don't want to live with the lie,Angry
71,[04:01.50,Feed on your nothing,Angry
72,[04:02.45,And you'll never live up to me,Angry
73,[04:06.08,,Angry
74,[04:11.60,"Ooh, Can't live up to me",Angry
75,[04:16.20,,Angry
76,[04:21.24,Feed on your nothing,Angry
77,[04:22.17,You'll never live up to me,Angry
78,[04:25.33,,Angry
0,[00:01.93,Bold motherfucker don't you limit your mind,Angry
1,[00:02.58,,Angry
2,[00:19.64,Liberate your mind,Angry
3,[00:20.67,"You motherfucker, you're so narrow minded",Angry
4,[00:22.17,So narrow minded,Angry
5,[00:23.12,"So, liberate your mind",Angry
6,[00:24.54,"You motherfucker, will you liberate your mind",Angry
7,[00:26.46,Liberate your mind,Angry
8,[00:28.46,"You motherfucker, you're so narrow minded",Angry
9,[00:30.12,So narrow minded,Angry
10,[00:31.01,"So, liberate your mind",Angry
11,[00:32.29,"You motherfucker, will you liberate your mind",Angry
12,[00:34.31,This time,Angry
13,[00:35.28,Bold motherfucker,Angry
14,[00:35.74,Don't you limit your mind,Angry
15,[00:36.74,Can't you see that the pace,Angry
16,[00:37.58,Has just fallen behind,Angry
17,[00:38.63,All the hate in your heart,Angry
18,[00:39.58,Will be leaving you blind,Angry
19,[00:40.56,So bold motherfucker,Angry
20,[00:41.56,Don't you limit your mind,Angry
21,[00:42.51,Bold motherfucker,Angry
22,[00:43.60,Don't you limit your mind,Angry
23,[00:44.50,Can't you see that the pace,Angry
24,[00:45.54,Has just fallen behind,Angry
25,[00:46.39,All the hate in your heart,Angry
26,[00:47.47,Will be leaving you blind,Angry
27,[00:48.32,So bold motherfucker,Angry
28,[00:49.13,Don't you limit your mind this time,Angry
29,[00:50.97,,Angry
30,[00:54.25,"Waiting,",Angry
31,[00:56.21,For your modern messiah,Angry
32,[00:59.76,To take away all the hatred,Angry
33,[01:03.65,That darkens the light in your eye,Angry
34,[01:07.51,Still awaiting I,Angry
35,[01:13.34,,Angry
36,[01:17.41,Liberate your mind,Angry
37,[01:18.47,"You motherfucker, you're so narrow minded",Angry
38,[01:20.07,So narrow minded,Angry
39,[01:21.04,"So, liberate your mind",Angry
40,[01:22.37,"You motherfucker, will you liberate your mind",Angry
41,[01:24.33,Liberate your mind,Angry
42,[01:26.16,"You motherfucker, you're so narrow minded",Angry
43,[01:27.79,So narrow minded,Angry
44,[01:28.78,"So, liberate your mind",Angry
45,[01:29.97,"You motherfucker, will you liberate your mind",Angry
46,[01:31.88,This time,Angry
47,[01:33.05,Bold motherfucker,Angry
48,[01:33.52,Don't you limit your mind,Angry
49,[01:34.41,Can't you see that the pace,Angry
50,[01:35.18,Has just fallen behind,Angry
51,[01:36.37,All the hate in your heart,Angry
52,[01:37.24,Will be leaving you blind,Angry
53,[01:38.32,So bold motherfucker,Angry
54,[01:39.25,Don't you limit your mind,Angry
55,[01:40.44,Bold motherfucker,Angry
56,[01:41.24,Don't you limit your mind,Angry
57,[01:42.25,Can't you see that the pace,Angry
58,[01:43.01,Has just fallen behind,Angry
59,[01:44.20,All the hate in your heart,Angry
60,[01:45.10,Will be leaving you blind,Angry
61,[01:46.04,So bold motherfucker,Angry
62,[01:47.01,Don't you limit your mind this time,Angry
63,[01:48.91,,Angry
64,[01:52.05,"Waiting,",Angry
65,[01:53.86,For your modern messiah,Angry
66,[01:57.56,To take away all the hatred,Angry
67,[02:01.39,That darkens the light in your eye,Angry
68,[02:05.38,Still awaiting I,Angry
69,[02:10.20,,Angry
70,[02:23.36,"""Out of zion shall come forth the law",Angry
71,[02:25.16,And the word of the lord from Jerusalem,Angry
72,[02:27.94,Nation shall not raise sword against nation,Angry
73,[02:31.81,And they shall not learn war anymore,Angry
74,[02:34.47,"For the mouth of the lord hath spoken""",Angry
75,[02:37.20,,Angry
76,[02:38.29,"Waiting,",Angry
77,[02:40.05,For your modern messiah,Angry
78,[02:43.78,To take away all the hatred,Angry
79,[02:47.58,That darkens the light in your eye,Angry
80,[02:51.50,How long will we be waiting,Angry
81,[02:55.47,For your modern messiah,Angry
82,[02:59.10,To take away all the hatred,Angry
83,[03:03.02,That darkens the light in your eye,Angry
84,[03:06.94,Still awaiting I,Angry
85,[03:11.57,,Angry
86,[03:14.53,Still awaiting I,Angry
87,[03:20.12,,Angry
0,[00:00.49,"Step by step, heart to heart, left right left",Angry
1,[00:04.81,We all fall down...,Angry
2,[00:07.48,,Angry
3,[00:09.71,"Step by step, heart to heart, left right left",Angry
4,[00:13.55,We all fall down like toy soldiers,Angry
5,[00:21.02,"Bit by bit, torn apart, we never win",Angry
6,[00:25.34,But the battle wages on for toy soldiers,Angry
7,[00:32.47,,Angry
8,[00:32.35,I'm supposed to be the soldier who never blows his composure,Angry
9,[00:35.32,Even though I hold the weight of the whole world on my shoulders,Angry
10,[00:38.20,"I am never supposed to show it, my crew ain't supposed to know it",Angry
11,[00:41.15,Even if it means goin' toe to toe with a Benzino it don't matter,Angry
12,[00:44.12,I'd never drag them in battles,Angry
13,[00:46.05,that I can handle unless I absolutely have to,Angry
14,[00:48.43,I'm supposed to set an example,Angry
15,[00:50.01,"I need to be the leader, my crew looks for me to guide 'em",Angry
16,[00:52.99,"If some shit ever just pop off, I'm supposed to be beside 'em",Angry
17,[00:55.98,"Now Ja said ""I tried to squash it, it was too late to stop it""",Angry
18,[00:58.94,There's a certain line you just don't cross and he crossed it,Angry
19,[01:01.96,I heard him say Hailie's name on a song and I just lost it,Angry
20,[01:04.76,"It was crazy, this shit be way beyond some Jay-z and Nas shit",Angry
21,[01:07.83,"And even though the battle was won, I feel like we lost it",Angry
22,[01:10.60,"I spent too much energy on it, honestly I'm exhausted",Angry
23,[01:13.47,And I'm so caught in it I almost feel I'm the one who caused it,Angry
24,[01:16.34,"This ain't what I'm in hip-hop for, it's not why I got in it",Angry
25,[01:19.55,That was never my object for someone to get killed,Angry
26,[01:22.31,Why would I wanna destroy something I help build,Angry
27,[01:25.08,"It wasn't my intentions, my intentions was good",Angry
28,[01:28.06,I went through my whole career without ever mentionin' (?),Angry
29,[01:30.74,"Plus Dre told me stay out, this just wasn't my beef",Angry
30,[01:39.81,"So I did, I just fell back, watched and gritted my teeth",Angry
31,[01:42.86,While he's all over t.v. down talkin' a man who literally saved my life,Angry
32,[01:46.89,Like fuck it i understand this is business,Angry
33,[01:49.45,And this shit just isn't none of my business,Angry
34,[01:51.61,But still knowin' this shit could pop off at any minute cuz,Angry
35,[01:54.70,"Step by step, heart to heart, left right left",Angry
36,[01:58.93,We all fall down like toy soldiers,Angry
37,[02:06.30,"Bit by bit, torn apart, we never win",Angry
38,[02:10.69,But the battle wages on for toy soldiers,Angry
39,[02:17.59,,Angry
40,[02:18.24,There used to be a time when you could just say a rhyme,Angry
41,[02:20.95,And wouldn't have to worry about one of your people dyin',Angry
42,[02:23.86,But now it's elevated cuz once you put someone's kids in it,Angry
43,[02:26.85,"The shit gets escalated, it ain't just words no more is it?",Angry
44,[02:29.99,"It's a different ball game, callin' names and you ain't just rappin'",Angry
45,[02:32.82,We actually tried to stop the 50 and Ja beef from happenin',Angry
46,[02:35.68,"Me and Dre had sat with him, kicked it and had a chat with him",Angry
47,[02:38.56,And asked him not to start it he wasn't gonna go after him,Angry
48,[02:41.62,Until Ja started yappin' in magazines how we stabbed him,Angry
49,[02:44.57,"Fuck it 50 smash 'em, mash 'em and let him have it",Angry
50,[02:47.41,Meanwhile my attention is pullin' in other directions,Angry
51,[02:50.27,Some receptionist at The Source who answers phones at his desk,Angry
52,[02:52.71,Has an erection for me and thinks that I'll be his ressurection,Angry
53,[02:56.31,Tries to blow the dust off his mic and make a new record,Angry
54,[02:59.14,But now he's fucked the game up cuz one of the ways I came up,Angry
55,[03:02.09,Was through that publication the same one that made me famous,Angry
56,[03:05.08,Now the owner of it has got a grudge against me for nothin',Angry
57,[03:07.97,"Well fuck it, that mutherfucker can get it too, fuck him then",Angry
58,[03:11.10,But I'm so busy being pissed off I don't stop to think,Angry
59,[03:13.71,That we just inherited 50's beef with Murder Inc.,Angry
60,[03:16.53,And he's inherited mine which is fine ain't like either of us mind,Angry
61,[03:20.53,We still have soldiers that's on the front line,Angry
62,[03:22.60,That's willing to die for us as soon as we give the orders,Angry
63,[03:25.56,"Never to extort us, strictly to show they support us",Angry
64,[03:28.54,We'll maybe shout 'em out in a rap or up in a chorus,Angry
65,[03:31.29,To show them we love 'em back and let 'em know how important it is,Angry
66,[03:34.16,To have run ya nav and who sulked us up in our corners,Angry
67,[03:37.30,Their loyalty to us is worth more than any award is,Angry
68,[03:40.11,But I ain't tryna have none of my people hurt and murdered,Angry
69,[03:43.08,There ain't words that I can't think of a perfecter way to word it,Angry
70,[03:45.93,Then to just say that I love ya'll too much to see the virdict,Angry
71,[03:48.93,I'll walk away from it all before I let it go any further,Angry
72,[03:52.03,"But don't get it twisted, it's not a plea that I'm coppin'",Angry
73,[03:54.84,I'm just willin' to be the bigger man,Angry
74,[03:56.65,If ya'll can quit poppin' off at your jaws with the knockin',Angry
75,[03:57.87,Cuz frankly I'm sick of talkin',Angry
76,[04:00.51,I'm not gonna let someone elses coffin rest on my conscience cuz,Angry
77,[04:03.83,"Step by step, heart to heart, left right left",Angry
78,[04:08.29,We all fall down like toy soldiers,Angry
79,[04:15.34,"Bit by bit, torn apart, we never win",Angry
80,[04:19.70,But the battle wages on for toy soldiers,Angry
81,[04:27.43,,Angry
0,[01:31.14,"You can't sleep, you're restless",Angry
1,[01:33.18,and slightly obsessed with falling too deep,Angry
2,[01:36.01,"and malfunction, you're a virus",Angry
3,[01:38.44,who's intention is fucking up something,Angry
4,[01:41.04,You're a crater,Angry
5,[01:42.23,on the face of a problem much greater,Angry
6,[01:44.73,"It's the violence, or lack thereof control",Angry
7,[01:47.56,"Body and soul, digging a hole",Angry
8,[01:50.90,Is the blood stainless?,Angry
9,[01:53.12,Enjoy the pain with accepting your grief,Angry
10,[01:55.94,Are you finished?,Angry
11,[01:57.37,"Dumb fucking question, don't let yourself fall asleep",Angry
12,[02:00.95,Ressurect the intention,Angry
13,[02:03.06,"Once your vision is now mass-produced,",Angry
14,[02:05.98,Imagine the insults a blessing,Angry
15,[02:08.46,imagine accepting the truth,Angry
16,[02:10.53,,Angry
17,[02:13.55,Imagine accepting the truth,Angry
18,[02:18.43,Imagine accepting the truth,Angry
19,[02:23.29,Imagine accepting the truth,Angry
20,[02:27.79,Just imagine accepting the truth,Angry
21,[02:33.23,Imagine accepting the truth,Angry
22,[02:35.71,,Angry
23,[02:40.17,The pendulum swinging,Angry
24,[02:41.94,"Hypnosis has taken control, now you linger",Angry
25,[02:44.94,on a shadow of a doubt,Angry
26,[02:46.53,Have you really figured what you're all about?,Angry
27,[02:50.17,Don't trust your instincts,Angry
28,[02:51.81,Just open the chamber where you keep those darkest regrets,Angry
29,[02:55.42,All the things you've done wrong,Angry
30,[02:57.51,Rebellious at heart all along,Angry
31,[03:00.37,Is your leader a voice?,Angry
32,[03:02.27,Somehow you replaced all your game with a debt,Angry
33,[03:05.34,Now the payback's a bitch,Angry
34,[03:07.41,Why owe your life to a bitch?,Angry
35,[03:10.21,Absolutely pathetic,Angry
36,[03:12.20,and regret it when told you are made of mistakes,Angry
37,[03:15.43,Imagine the insults a blessing,Angry
38,[03:17.77,imagine accepting the truth,Angry
39,[03:20.19,,Angry
40,[03:22.90,Imagine accepting the truth,Angry
41,[03:27.86,Imagine accepting the truth,Angry
42,[03:32.85,Imagine accepting the truth,Angry
43,[03:37.80,Imagine accepting the truth,Angry
44,[03:42.72,Imagine accepting the truth,Angry
45,[03:45.17,,Angry
46,[03:52.10,Now speak to your leader!,Angry
47,[04:01.88,Now speak to your leader!,Angry
48,[04:03.81,,Angry
49,[04:09.19,Your father who art in heaven,Angry
50,[04:11.68,"Hallowed be thy name,",Angry
51,[04:13.76,"deliver us from evil, deliver us from evil",Angry
52,[04:18.98,Your father who art in heaven,Angry
53,[04:21.48,"Hallowed be thy name,",Angry
